"DONOR","RECIPIENT","SECTOR","CHANNEL","AIDTOTHRU","FLOWTYPE","AMOUNTTYPE","TIME","Agency Name","OECD ID","Donor Project ID","Recipient Name","Region Name","Income Group Name","Aid To Or Through","Flow Code","Flow Name","Type of Aid Code","Type of Aid Name","USD Commitments Current","USD Commitments Constant","USD Disbursements Current","USD Disbursements Constant","Short Description","Project title","Sector Name","Channel of Delivery Name","Reported Channel of Delivery Name","Channel Category","Channel Category Name","Geography","Long Description","Gender equality","Environment","Program-based Approaches","Investment Project","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Value"
"5","9998","99810","41302","10","112","A","2019","Federal Ministry of Labour and Social Affairs","2019016339","41302","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","14.13668","14.619436","14.13668","14.619436","CONTRIBUTION TO ILO-ASSESSED","Contribution to ILO-Assessed","IX. Unallocated / Unspecified","International Labour Organisation - Assessed Contributions","ILO-Assessed","41000","United Nations (UN) agency, fund or commission","","Contribution to ILO-Assessed","","","","","","","","","14.13668"
"5","9998","99810","41116","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016335","41116","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.380137","0.39311800000000002","0.380137","0.39311800000000002","CONTRIBUTION TO UNEP","Contribution to UNEP","IX. Unallocated / Unspecified","United Nations Environment Programme","UNEP","41000","United Nations (UN) agency, fund or commission","","Contribution to UNEP","","","","","","","","","0.380137"
"5","9998","99810","41116","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016333","IK I 2 - 45081-3/1","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","8.3062799999999992","8.5899330000000003","8.3062799999999992","8.5899330000000003","CONTRIBUTION TO UNEP","Contribution to UNEP","IX. Unallocated / Unspecified","United Nations Environment Programme","UNEP","41000","United Nations (UN) agency, fund or commission","","Contribution to UNEP","","","","","","","","","8.30628"
"5","9998","99810","41116","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016335","41116","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.380137","0.39311800000000002","0.380137","0.39311800000000002","CONTRIBUTION TO UNEP","Contribution to UNEP","IX. Unallocated / Unspecified","United Nations Environment Programme","UNEP","41000","United Nations (UN) agency, fund or commission","","Contribution to UNEP","","","","","","","","","0.380137"
"5","9998","99810","41304","10","112","A","2019","Foreign Office","2019016284","6612322","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","11.623699999999999","12.02064","11.623699999999999","12.02064","CONTRIBUTION TO UNESCO","Contribution to UNESCO","IX. Unallocated / Unspecified","United Nations Educational, Scientific and Cultural Organisation","UNESCO","41000","United Nations (UN) agency, fund or commission","","Contribution to UNESCO","","","","","","","","","11.6237"
"5","9998","99810","47022","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016334","47022","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.374361","0.38714500000000002","0.374361","0.38714500000000002","CONTRIBUTION TO CITES","Contribution to CITES","IX. Unallocated / Unspecified","Convention on International Trade in Endangered Species of Wild Flora and Fauna","CITES","47000","Other multilateral institutions","","Contribution to CITES","","","","","","","","","0.374361"
"5","9998","99810","47022","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016334","47022","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.374361","0.38714500000000002","0.374361","0.38714500000000002","CONTRIBUTION TO CITES","Contribution to CITES","IX. Unallocated / Unspecified","Convention on International Trade in Endangered Species of Wild Flora and Fauna","CITES","47000","Other multilateral institutions","","Contribution to CITES","","","","","","","","","0.374361"
"5","9998","99810","47058","10","112","A","2019","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019016279","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.44777800000000001","0.46306900000000001","0.44777800000000001","0.46306900000000001","CONTRIBUTION TO IDEA","Contribution to IDEA","IX. Unallocated / Unspecified","International Institute for Democracy and Electoral Assistance","IDEA","47000","Other multilateral institutions","","Contribution to IDEA","","","","","","","","","0.447778"
"5","9998","99810","47058","10","112","A","2019","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019016279","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.44777800000000001","0.46306900000000001","0.44777800000000001","0.46306900000000001","CONTRIBUTION TO IDEA","Contribution to IDEA","IX. Unallocated / Unspecified","International Institute for Democracy and Electoral Assistance","IDEA","47000","Other multilateral institutions","","Contribution to IDEA","","","","","","","","","0.447778"
"5","9998","99810","47131","10","112","A","2019","Foreign Office","2019016296","6612395","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","12.428534000000001","12.852959","12.428534000000001","12.852957999999999","CONTRIBUTION TO OSCE","Contribution to OSCE","IX. Unallocated / Unspecified","Organisation for Security and Co-operation in Europe","OSCE","47000","Other multilateral institutions","","Contribution to OSCE","","","","","","","","","12.428534"
"5","9998","99810","47131","10","112","A","2019","Foreign Office","2019016296","6612395","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","12.428534000000001","12.852959","12.428534000000001","12.852957999999999","CONTRIBUTION TO OSCE","Contribution to OSCE","IX. Unallocated / Unspecified","Organisation for Security and Co-operation in Europe","OSCE","47000","Other multilateral institutions","","Contribution to OSCE","","","","","","","","","12.428534"
"5","9998","99810","41116","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016333","IK I 2 - 45081-3/1","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","8.3062799999999992","8.5899330000000003","8.3062799999999992","8.5899330000000003","CONTRIBUTION TO UNEP","Contribution to UNEP","IX. Unallocated / Unspecified","United Nations Environment Programme","UNEP","41000","United Nations (UN) agency, fund or commission","","Contribution to UNEP","","","","","","","","","8.30628"
"5","9998","99810","41128","10","112","A","2019","Foreign Office","2019016308","6613582","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.50375000000000003","0.520953","0.50375000000000003","0.520953","CONTRIBUTION TO UNODC","Contribution to UNODC","IX. Unallocated / Unspecified","United Nations Office on Drugs and Crime","UNODC","41000","United Nations (UN) agency, fund or commission","","Contribution to UNODC","","","","","","","","","0.50375"
"5","9998","99810","41128","10","112","A","2019","Federal Ministry of Health","2019016330","41128","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.67166700000000001","0.694604","0.67166700000000001","0.694604","CONTRIBUTION TO UNODC","Contribution to UNODC","IX. Unallocated / Unspecified","United Nations Office on Drugs and Crime","UNODC","41000","United Nations (UN) agency, fund or commission","","Contribution to UNODC","","","","","","","","","0.671667"
"5","9998","99810","41128","10","112","A","2019","Foreign Office","2019016308","6613582","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.50375000000000003","0.520953","0.50375000000000003","0.520953","CONTRIBUTION TO UNODC","Contribution to UNODC","IX. Unallocated / Unspecified","United Nations Office on Drugs and Crime","UNODC","41000","United Nations (UN) agency, fund or commission","","Contribution to UNODC","","","","","","","","","0.50375"
"5","9998","99810","41128","10","112","A","2019","Federal Ministry of Health","2019016330","41128","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.67166700000000001","0.694604","0.67166700000000001","0.694604","CONTRIBUTION TO UNODC","Contribution to UNODC","IX. Unallocated / Unspecified","United Nations Office on Drugs and Crime","UNODC","41000","United Nations (UN) agency, fund or commission","","Contribution to UNODC","","","","","","","","","0.671667"
"5","9998","99810","41130","10","112","A","2019","Foreign Office","2019016302","6612665","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","20.150006000000001","20.838111999999999","20.150006000000001","20.838111999999999","CONTRIBUTION TO UNRWA","Contribution to UNRWA","IX. Unallocated / Unspecified","United Nations Relief and Works Agency for Palestine Refugees in the Near East","UNRWA","41000","United Nations (UN) agency, fund or commission","","Contribution to UNRWA","","","","","","","","","20.150006"
"5","9998","99810","41130","10","112","A","2019","Foreign Office","2019016302","6612665","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","20.150006000000001","20.838111999999999","20.150006000000001","20.838111999999999","CONTRIBUTION TO UNRWA","Contribution to UNRWA","IX. Unallocated / Unspecified","United Nations Relief and Works Agency for Palestine Refugees in the Near East","UNRWA","41000","United Nations (UN) agency, fund or commission","","Contribution to UNRWA","","","","","","","","","20.150006"
"5","9998","99810","41114","10","112","A","2019","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019016247","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","55.972237999999997","57.883645000000001","55.972237999999997","57.883645000000001","CONTRIBUTION TO UNDP","Contribution to UNDP","IX. Unallocated / Unspecified","United Nations Development Programme","UNDP","41000","United Nations (UN) agency, fund or commission","","Contribution to UNDP","","","","","","","","","55.972238"
"5","9998","99810","41114","10","112","A","2019","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019016247","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","55.972237999999997","57.883645000000001","55.972237999999997","57.883645000000001","CONTRIBUTION TO UNDP","Contribution to UNDP","IX. Unallocated / Unspecified","United Nations Development Programme","UNDP","41000","United Nations (UN) agency, fund or commission","","Contribution to UNDP","","","","","","","","","55.972238"
"5","9998","99810","41137","10","112","A","2019","Foreign Office","2019016301","6612556","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","1.085861","1.122943","1.085861","1.122943","CONTRIBUTION TO UNVFTC","Contribution to UNVFTC","IX. Unallocated / Unspecified","United Nations Voluntary Fund for Technical Co-operation in the Field of Human Rights","UNVFTC","41000","United Nations (UN) agency, fund or commission","","Contribution to UNVFTC","","","","","","","","","1.085861"
"5","9998","99810","41137","10","112","A","2019","Foreign Office","2019016301","6612556","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","1.085861","1.122943","1.085861","1.122943","CONTRIBUTION TO UNVFTC","Contribution to UNVFTC","IX. Unallocated / Unspecified","United Nations Voluntary Fund for Technical Co-operation in the Field of Human Rights","UNVFTC","41000","United Nations (UN) agency, fund or commission","","Contribution to UNVFTC","","","","","","","","","1.085861"
"5","9998","99810","41138","10","112","A","2019","Foreign Office","2019016306","6613298","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.223889","0.23153499999999999","0.223889","0.23153499999999999","CONTRIBUTION TO UNVFVT","Contribution to UNVFVT","IX. Unallocated / Unspecified","United Nations Voluntary Fund for Victims of Torture","UNVFVT","41000","United Nations (UN) agency, fund or commission","","Contribution to UNVFVT","","","","","","","","","0.223889"
"5","9998","99810","41138","10","112","A","2019","Foreign Office","2019016306","6613298","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.223889","0.23153499999999999","0.223889","0.23153499999999999","CONTRIBUTION TO UNVFVT","Contribution to UNVFVT","IX. Unallocated / Unspecified","United Nations Voluntary Fund for Victims of Torture","UNVFVT","41000","United Nations (UN) agency, fund or commission","","Contribution to UNVFVT","","","","","","","","","0.223889"
"5","9998","99810","41308","10","112","A","2019","Federal Ministry of Justice and Consumer Protection","2019016312","41308","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","3.5256000000000003E-2","3.6459999999999999E-2","3.5256000000000003E-2","3.6459999999999999E-2","CONTRIBUTION TO WIPO","Contribution to WIPO","IX. Unallocated / Unspecified","World Intellectual Property Organisation","WIPO","41000","United Nations (UN) agency, fund or commission","","Contribution to WIPO","","","","","","","","","0.035256"
"5","9998","99810","41101","10","112","A","2019","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019016244","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","1.785388","1.846357","1.785388","1.846357","CONTRIBUTION TO UNCCD","Contribution to UNCCD","IX. Unallocated / Unspecified","Convention to Combat Desertification","UNCCD","41000","United Nations (UN) agency, fund or commission","","Contribution to UNCCD","","","","","","","","","1.785388"
"5","9998","99810","41101","10","112","A","2019","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2019016244","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","1.785388","1.846357","1.785388","1.846357","CONTRIBUTION TO UNCCD","Contribution to UNCCD","IX. Unallocated / Unspecified","Convention to Combat Desertification","UNCCD","41000","United Nations (UN) agency, fund or commission","","Contribution to UNCCD","","","","","","","","","1.785388"
"5","9998","99810","41107","10","112","A","2019","Federal Ministry for Economic Affairs and Energy","2019016321","41107","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","5.9292090000000002","6.1316860000000002","5.9292090000000002","6.1316860000000002","CONTRIBUTION TO IAEA-TCF","Contribution to IAEA-TCF","IX. Unallocated / Unspecified","International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only)","IAEA-TCF","41000","United Nations (UN) agency, fund or commission","","Contribution to IAEA-TCF","","","","","","","","","5.929209"
"5","9998","99810","41107","10","112","A","2019","Federal Ministry for Economic Affairs and Energy","2019016321","41107","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","5.9292090000000002","6.1316860000000002","5.9292090000000002","6.1316860000000002","CONTRIBUTION TO IAEA-TCF","Contribution to IAEA-TCF","IX. Unallocated / Unspecified","International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only)","IAEA-TCF","41000","United Nations (UN) agency, fund or commission","","Contribution to IAEA-TCF","","","","","","","","","5.929209"
"5","9998","99810","47066","10","112","A","2019","Federal Ministry of the Interior, Building and Community","2019016311","47066","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","3.6885699999999999","3.8145319999999998","3.624762","3.748545","CONTRIBUTION TO IOM","Contribution to IOM","IX. Unallocated / Unspecified","International Organisation for Migration","IOM","41000","United Nations (UN) agency, fund or commission","","Contribution to IOM","","","","","","","","","3.624762"
"5","9998","99810","47066","10","112","A","2019","Federal Ministry of the Interior, Building and Community","2019016310","47066","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.17799400000000001","0.18407200000000001","0.17799400000000001","0.18407200000000001","CONTRIBUTION TO IOM","Contribution to IOM","IX. Unallocated / Unspecified","International Organisation for Migration","IOM","41000","United Nations (UN) agency, fund or commission","","Contribution to IOM","","","","","","","","","0.177994"
"5","9998","99810","47066","10","112","A","2019","Federal Ministry of the Interior, Building and Community","2019016311","47066","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","3.6885699999999999","3.8145319999999998","3.624762","3.748545","CONTRIBUTION TO IOM","Contribution to IOM","IX. Unallocated / Unspecified","International Organisation for Migration","IOM","41000","United Nations (UN) agency, fund or commission","","Contribution to IOM","","","","","","","","","3.624762"
"5","9998","99810","41308","10","112","A","2019","Federal Ministry of Justice and Consumer Protection","2019016312","41308","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","3.5256000000000003E-2","3.6459999999999999E-2","3.5256000000000003E-2","3.6459999999999999E-2","CONTRIBUTION TO WIPO","Contribution to WIPO","IX. Unallocated / Unspecified","World Intellectual Property Organisation","WIPO","41000","United Nations (UN) agency, fund or commission","","Contribution to WIPO","","","","","","","","","0.035256"
"5","9998","99810","46018","10","112","A","2019","Federal Ministry of Finance","2019016314","46018","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.55972200000000005","0.57883600000000002","0.55972200000000005","0.57883600000000002","CONTRIBUTION TO EBRD-ETC","Contribution to EBRD-ETC","IX. Unallocated / Unspecified","European Bank for Reconstruction and Development - Early Transition Countries Fund","EBRD-ETC","46000","Regional Development Banks","","Contribution to EBRD-ETC","","","","","","","","","0.559722"
"5","9998","99810","46018","10","112","A","2019","Federal Ministry of Finance","2019016314","46018","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.55972200000000005","0.57883600000000002","0.55972200000000005","0.57883600000000002","CONTRIBUTION TO EBRD-ETC","Contribution to EBRD-ETC","IX. Unallocated / Unspecified","European Bank for Reconstruction and Development - Early Transition Countries Fund","EBRD-ETC","46000","Regional Development Banks","","Contribution to EBRD-ETC","","","","","","","","","0.559722"
"5","9998","99810","47067","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016336","47067","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.35934199999999999","0.37161300000000003","0.35934199999999999","0.37161300000000003","CONTRIBUTION TO IPCC","Contribution to IPCC","IX. Unallocated / Unspecified","Intergovernmental Panel on Climate Change","IPCC","47000","Other multilateral institutions","","Contribution to IPCC","","","","","","","","","0.359342"
"5","9998","99810","47067","10","112","A","2019","Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019016336","47067","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.35934199999999999","0.37161300000000003","0.35934199999999999","0.37161300000000003","CONTRIBUTION TO IPCC","Contribution to IPCC","IX. Unallocated / Unspecified","Intergovernmental Panel on Climate Change","IPCC","47000","Other multilateral institutions","","Contribution to IPCC","","","","","","","","","0.359342"
"5","9998","99810","47144","10","112","A","2019","Federal Ministry for Economic Affairs and Energy","2019016318","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.617618","0.63870899999999997","0.617618","0.63870899999999997","CONTRIBUTION TO IRENA","Contribution to IRENA","IX. Unallocated / Unspecified","International Renewable Energy Agency","IRENA","47000","Other multilateral institutions","","Contribution to IRENA","","","","","","","","","0.617618"
"5","9998","99810","47144","10","112","A","2019","Federal Ministry for Economic Affairs and Energy","2019016318","","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.617618","0.63870899999999997","0.617618","0.63870899999999997","CONTRIBUTION TO IRENA","Contribution to IRENA","IX. Unallocated / Unspecified","International Renewable Energy Agency","IRENA","47000","Other multilateral institutions","","Contribution to IRENA","","","","","","","","","0.617618"
"5","9998","99810","47066","10","112","A","2019","Federal Ministry of the Interior, Building and Community","2019016310","47066","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","0.17799400000000001","0.18407200000000001","0.17799400000000001","0.18407200000000001","CONTRIBUTION TO IOM","Contribution to IOM","IX. Unallocated / Unspecified","International Organisation for Migration","IOM","41000","United Nations (UN) agency, fund or commission","","Contribution to IOM","","","","","","","","","0.177994"
"5","9998","99810","41303","10","112","A","2019","Federal Ministry for Economic Affairs and Energy","2019016322","41303","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","1.440725","1.4899249999999999","1.440725","1.4899249999999999","CONTRIBUTION TO ITU","Contribution to ITU","IX. Unallocated / Unspecified","International Telecommunications Union","ITU","41000","United Nations (UN) agency, fund or commission","","Contribution to ITU","","","","","","","","","1.440725"
"5","9998","99810","41303","10","112","A","2019","Federal Ministry for Economic Affairs and Energy","2019016322","41303","Bilateral, unspecified","Developing countries unspecified","Part I unallocated by income","Core contributions to","11","ODA Grants","B02","Core contributions to multilateral institutions and global funds","1.440725","1.4899249999999999","1.440725","1.4899249999999999","CONTRIBUTION TO ITU","Contribution to ITU","IX. Unallocated / Unspecified","International Telecommunications Union","ITU","41000","United Nations (UN) agency, fund or commission","","Contribution to ITU","","","","","","","","","1.440725"
